doraemon,4,3945,,哆啦A梦,人物,二次元角色,人物 > 二次元角色
saint seiya,4,3944,,圣斗士星矢,人物,二次元角色,人物 > 二次元角色
gojou satoru,4,3943,,五条悟,人物,二次元角色,人物 > 二次元角色
avengers,4,3942,,复仇者联盟,人物,二次元角色,人物 > 二次元角色
mazinger,4,3941,,神奇女侠,人物,二次元角色,人物 > 二次元角色
captain america,4,3940,,美国队长,人物,二次元角色,人物 > 二次元角色
crayon shin-chan,4,3939,,蜡笔小新,人物,二次元角色,人物 > 二次元角色
slam dunk,4,3938,,灌篮高手,人物,二次元角色,人物 > 二次元角色
sun wukong,4,3937,,孙悟空,人物,二次元角色,人物 > 二次元角色
witch,4,3936,,女巫,人物,二次元角色,人物 > 二次元角色
miko,4,3935,,巫女,人物,二次元角色,人物 > 二次元角色
ninja,4,3934,,忍者,人物,二次元角色,人物 > 二次元角色
vampire,4,3933,,吸血鬼,人物,二次元角色,人物 > 二次元角色
knight,4,3932,,骑士,人物,二次元角色,人物 > 二次元角色
magical_girl,4,3931,,魔法少女,人物,二次元角色,人物 > 二次元角色
orc,4,3930,,半兽人,人物,二次元角色,人物 > 二次元角色
druid,4,3929,,德鲁伊,人物,二次元角色,人物 > 二次元角色
elf,4,3928,,妖精,人物,二次元角色,人物 > 二次元角色
fairy,4,3927,,小精灵,人物,二次元角色,人物 > 二次元角色
furry,4,3926,,兽人,人物,二次元角色,人物 > 二次元角色
mermaid,4,3925,,美人鱼,人物,二次元角色,人物 > 二次元角色
kamen rider,4,3924,,假面骑士,人物,二次元角色,人物 > 二次元角色
magister,4,3923,,魔导师,人物,二次元角色,人物 > 二次元角色
spider-man,4,3922,,蜘蛛侠,人物,二次元角色,人物 > 二次元角色
santa alter,4,3921,,圣诞老人,人物,二次元角色,人物 > 二次元角色
monster_girl,4,3920,,人外娘,人物,二次元角色,人物 > 二次元角色
cat_girl,4,3919,,猫娘,人物,二次元角色,人物 > 二次元角色
dog_girl,4,3918,,犬娘,人物,二次元角色,人物 > 二次元角色
fox_girl,4,3917,,狐娘,人物,二次元角色,人物 > 二次元角色
kitsune,4,3916,,狐妖,人物,二次元角色,人物 > 二次元角色
kyuubi,4,3915,,九尾|九尾狐,人物,二次元角色,人物 > 二次元角色
raccoon_girl,4,3914,,浣熊娘,人物,二次元角色,人物 > 二次元角色
wolf_girl,4,3913,,狼女孩,人物,二次元角色,人物 > 二次元角色
bunny_girl,4,3912,,兔娘,人物,二次元角色,人物 > 二次元角色
horse_girl,4,3911,,马娘,人物,二次元角色,人物 > 二次元角色
cow_girl,4,3910,,牛娘,人物,二次元角色,人物 > 二次元角色
dragon_girl,4,3909,,龙娘,人物,二次元角色,人物 > 二次元角色
centaur,4,3908,,半人马,人物,二次元角色,人物 > 二次元角色
slime_musume,4,3907,,史莱姆娘,人物,二次元角色,人物 > 二次元角色
spider_girl,4,3906,,蜘蛛娘,人物,二次元角色,人物 > 二次元角色
dominatrix,4,3905,,女王(SM中),人物,二次元角色,人物 > 二次元角色
sailor_senshi,4,3904,,美少女战士,人物,二次元角色,人物 > 二次元角色
mecha,4,3903,,机甲,人物,二次元角色,人物 > 二次元角色
mecha_musume,4,3902,,机甲娘,人物,二次元角色,人物 > 二次元角色
humanoid_robot_,4,3901,,类人机器人,人物,二次元角色,人物 > 二次元角色
cyborg,4,3900,,半机械人,人物,二次元角色,人物 > 二次元角色
angel,4,3899,,天使,人物,二次元角色,人物 > 二次元角色
devil,4,3898,,魔鬼,人物,二次元角色,人物 > 二次元角色
dark_elf,4,3897,,暗精灵,人物,二次元角色,人物 > 二次元角色
imp,4,3896,,小恶魔,人物,二次元角色,人物 > 二次元角色
succubus,4,3895,,魅魔,人物,二次元角色,人物 > 二次元角色
giantess,4,3894,,女巨人,人物,二次元角色,人物 > 二次元角色
minigirl,4,3893,,迷你女孩,人物,二次元角色,人物 > 二次元角色
monster,4,3892,,怪物,人物,二次元角色,人物 > 二次元角色
no humans,4,3891,,非人,人物,二次元角色,人物 > 二次元角色
toddler,4,3890,,幼童,人物,年龄,人物 > 年龄
kindergartener,4,3889,,幼儿园,人物,年龄,人物 > 年龄
child,4,3888,,儿童,人物,年龄,人物 > 年龄
underage,4,3887,,未成年,人物,年龄,人物 > 年龄
teenager,4,3886,,青少年(13-19),人物,年龄,人物 > 年龄
teen,4,3885,,青少年(13-19),人物,年龄,人物 > 年龄
early teen,4,3884,,青少年早期（11-15）,人物,年龄,人物 > 年龄
adult,4,3883,,大人,人物,年龄,人物 > 年龄
elder,4,3882,,老人,人物,年龄,人物 > 年龄
old,4,3881,,老年,人物,年龄,人物 > 年龄
loli,4,3880,,萝莉,人物,年龄,人物 > 年龄
shota,4,3879,,正太,人物,年龄,人物 > 年龄
white_skin,4,3878,,白皮肤,人物,皮肤,人物 > 皮肤
pale_skin,4,3877,,苍白的皮肤,人物,皮肤,人物 > 皮肤
fair_skin,4,3876,,白皙的皮肤,人物,皮肤,人物 > 皮肤
brown_skin,4,3875,,棕色皮肤,人物,皮肤,人物 > 皮肤
deep_skin,4,3874,,深色皮肤,人物,皮肤,人物 > 皮肤
dark_skin,4,3873,,黑皮肤,人物,皮肤,人物 > 皮肤
black_skin,4,3872,,黑皮肤,人物,皮肤,人物 > 皮肤
shiny_skin,4,3871,,有光泽的皮肤,人物,皮肤,人物 > 皮肤
white_marble_glowing_skin,4,3870,,白色大理石发光皮肤,人物,皮肤,人物 > 皮肤
tattoo,4,3869,,纹身,人物,皮肤,人物 > 皮肤
tan,4,3868,,日晒,人物,皮肤,人物 > 皮肤
tanlines,4,3867,,日晒痕迹,人物,皮肤,人物 > 皮肤
oil,4,3866,,油性,人物,皮肤,人物 > 皮肤
skinny,4,3865,,骨感,人物,身材,人物 > 身材
plump,4,3864,,丰满,人物,身材,人物 > 身材
curvy,4,3863,,魔鬼身材,人物,身材,人物 > 身材
gyaru,4,3862,,辣妹(日本太妹),人物,身材,人物 > 身材
pregnant,4,3861,,怀孕,人物,身材,人物 > 身材
fat,4,3860,,肥胖,人物,身材,人物 > 身材
thin,4,3859,,瘦,人物,身材,人物 > 身材
slender,4,3858,,苗条,人物,身材,人物 > 身材
glamor,4,3857,,魅力,人物,身材,人物 > 身材
tall,4,3856,,高大,人物,身材,人物 > 身材
petite,4,3855,,娇小,人物,身材,人物 > 身材
chibi,4,3854,,萌萌,人物,身材,人物 > 身材
muscular,4,3853,,肌肉,人物,身材,人物 > 身材
slender face,4,3852,,瘦脸,人物,脸型,人物 > 脸型
round face,4,3851,,圆脸,人物,脸型,人物 > 脸型
oval face,4,3850,,鹅蛋脸,人物,脸型,人物 > 脸型
baby face,4,3849,,娃娃脸,人物,脸型,人物 > 脸型
inverted triangle face,4,3848,,倒三角脸,人物,脸型,人物 > 脸型
heart shaped face,4,3847,,心形脸,人物,脸型,人物 > 脸型
diamond face,4,3846,,菱形脸,人物,脸型,人物 > 脸型
square face,4,3845,,方脸,人物,脸型,人物 > 脸型
long face,4,3844,,长脸,人物,脸型,人物 > 脸型
triangular face,4,3843,,三角脸,人物,脸型,人物 > 脸型
white hair,4,3842,,白色头发,人物,头发,人物 > 头发
blonde hair,4,3841,,金色头发,人物,头发,人物 > 头发
silver hair,4,3840,,银色头发,人物,头发,人物 > 头发
grey hair,4,3839,,灰色头发,人物,头发,人物 > 头发
purple hair,4,3838,,紫色头发,人物,头发,人物 > 头发
red hair,4,3837,,红色头发,人物,头发,人物 > 头发
yellow hair,4,3836,,黄色头发,人物,头发,人物 > 头发
green hair,4,3835,,绿色头发,人物,头发,人物 > 头发
blue hair,4,3834,,蓝色头发,人物,头发,人物 > 头发
black hair,4,3833,,黑色头发,人物,头发,人物 > 头发
brown hair,4,3832,,棕色头发,人物,头发,人物 > 头发
straight_hair,4,3831,,直发,人物,头发,人物 > 头发
short hair,4,3830,,短发,人物,头发,人物 > 头发
curly hair,4,3829,,卷发,人物,头发,人物 > 头发
long hair,4,3828,,长发,人物,头发,人物 > 头发
pony-tail,4,3827,,马尾,人物,头发,人物 > 头发
bunches,4,3826,,双马尾,人物,头发,人物 > 头发
streaked hair,4,3825,,挑染,人物,头发,人物 > 头发
parted_lips,4,3824,,嘴唇张开,人物,嘴巴,人物 > 嘴巴
bit_gag,4,3823,,勒住嘴,人物,嘴巴,人物 > 嘴巴
chestnut_mouth,4,3822,,栗子嘴,人物,嘴巴,人物 > 嘴巴
cleave_gag,4,3821,,被封住嘴,人物,嘴巴,人物 > 嘴巴
closed_mouth,4,3820,,闭着的嘴,人物,嘴巴,人物 > 嘴巴
covered_mouth,4,3819,,蒙住的嘴,人物,嘴巴,人物 > 嘴巴
extra_mouth,4,3818,,有多张嘴巴,人物,嘴巴,人物 > 嘴巴
hair_in_mouth,4,3817,,嘴里有头发,人物,嘴巴,人物 > 嘴巴
hair_tie_in_mouth,4,3816,,将系头发的东西叼在嘴里,人物,嘴巴,人物 > 嘴巴
homu,4,3815,,嘟嘴|抿嘴,人物,嘴巴,人物 > 嘴巴
lips,4,3814,,嘴唇,人物,嘴巴,人物 > 嘴巴
mouth,4,3813,,嘴,人物,嘴巴,人物 > 嘴巴
mouth_hold,4,3812,,用嘴叼着,人物,嘴巴,人物 > 嘴巴
oral,4,3811,,用嘴,人物,嘴巴,人物 > 嘴巴
pacifier,4,3810,,奶嘴,人物,嘴巴,人物 > 嘴巴
Pouted lips,4,3809,,撅起的嘴唇,人物,嘴巴,人物 > 嘴巴
sideways_mouth,4,3808,,把嘴画在侧脸,人物,嘴巴,人物 > 嘴巴
spoon_in_mouth,4,3807,,嘴里含着勺子,人物,嘴巴,人物 > 嘴巴
triangle_mouth,4,3806,,三角嘴,人物,嘴巴,人物 > 嘴巴
saliva,4,3805,,唾液,人物,嘴巴,人物 > 嘴巴
drooling,4,3804,,流口水,人物,嘴巴,人物 > 嘴巴
mouth_drool,4,3803,,嘴角画着口水滴形状的缺口,人物,嘴巴,人物 > 嘴巴
makeup,4,3802,,化妆,人物,面部,人物 > 面部
fundoshi,4,3801,,粉底,人物,面部,人物 > 面部
eyeshadow,4,3800,,眼影,人物,面部,人物 > 面部
lipstick,4,3799,,口红,人物,面部,人物 > 面部
mascara,4,3798,,睫毛膏,人物,面部,人物 > 面部
long_eyelashes,4,3797,,长睫毛,人物,面部,人物 > 面部
red_lips_,4,3796,,红唇,人物,面部,人物 > 面部
facepaint,4,3795,,面部涂装,人物,面部,人物 > 面部
lipgloss,4,3794,,唇彩,人物,面部,人物 > 面部
colored_eyelashes,4,3793,,彩色睫毛,人物,面部,人物 > 面部
blush,4,3792,,脸红,人物,面部,人物 > 面部
light_blush,4,3791,,淡淡的腮红,人物,面部,人物 > 面部
anime_style_blush,4,3790,,动画式脸红,人物,面部,人物 > 面部
nose_blush,4,3789,,鼻腮红,人物,面部,人物 > 面部
nosebleed,4,3788,,鼻血,人物,面部,人物 > 面部
bruise_on_face,4,3787,,脸上有瘀伤,人物,面部,人物 > 面部
facial_mark,4,3786,,面部标记,人物,面部,人物 > 面部
forehead_mark,4,3785,,额头标记,人物,面部,人物 > 面部
anger_vein,4,3784,,头部愤怒符号,人物,面部,人物 > 面部
mole,4,3783,,痣,人物,面部,人物 > 面部
mole_under_eye,4,3782,,眼睛下方的痣,人物,面部,人物 > 面部
freckles,4,3781,,雀斑,人物,面部,人物 > 面部
food_on_face,4,3780,,食物在脸上,人物,面部,人物 > 面部
rice_on_face,4,3779,,饭在脸上,人物,面部,人物 > 面部
cream_on_face,4,3778,,奶油在脸上,人物,面部,人物 > 面部
mustache,4,3777,,小胡子,人物,面部,人物 > 面部
goatee,4,3776,,山羊胡,人物,面部,人物 > 面部
whisker_markings,4,3775,,胡须斑纹,人物,面部,人物 > 面部
scar,4,3774,,疤痕,人物,面部,人物 > 面部
scar_across_eye,4,3773,,穿过眼睛的疤痕,人物,面部,人物 > 面部
smoking_pipe,4,3772,,烟斗,人物,面部,人物 > 面部
tattoo,4,3771,,纹身,人物,面部,人物 > 面部
elf ears,4,3770,,精灵耳朵,人物,耳朵,人物 > 耳朵
fake animal ears,4,3769,,动物耳朵,人物,耳朵,人物 > 耳朵
cat ears,4,3768,,猫耳朵,人物,耳朵,人物 > 耳朵
dog ears,4,3767,,狗耳朵,人物,耳朵,人物 > 耳朵
fox ears,4,3766,,狐狸耳朵,人物,耳朵,人物 > 耳朵
bunny ears,4,3765,,兔子耳朵,人物,耳朵,人物 > 耳朵
bear ears,4,3764,,熊耳朵,人物,耳朵,人物 > 耳朵
wolf ears,4,3763,,狼耳朵,人物,耳朵,人物 > 耳朵
horse ears,4,3762,,马耳朵,人物,耳朵,人物 > 耳朵
cow ears,4,3761,,牛耳朵,人物,耳朵,人物 > 耳朵
mouse ears,4,3760,,老鼠耳朵,人物,耳朵,人物 > 耳朵
pig ears,4,3759,,猪耳朵,人物,耳朵,人物 > 耳朵
sheep ears,4,3758,,羊耳朵,人物,耳朵,人物 > 耳朵
deer ears,4,3757,,鹿耳朵,人物,耳朵,人物 > 耳朵
goat ears,4,3756,,山羊耳朵,人物,耳朵,人物 > 耳朵
antelope ears,4,3755,,羚羊耳朵,人物,耳朵,人物 > 耳朵
rhino ears,4,3754,,犀牛耳朵,人物,耳朵,人物 > 耳朵
elephant ears,4,3753,,大象耳朵,人物,耳朵,人物 > 耳朵
bat ears,4,3752,,蝙蝠耳朵,人物,耳朵,人物 > 耳朵
dragon ears,4,3751,,龙耳朵,人物,耳朵,人物 > 耳朵
demon ears,4,3750,,恶魔耳朵,人物,耳朵,人物 > 耳朵
angel ears,4,3749,,天使耳朵,人物,耳朵,人物 > 耳朵
alien ears,4,3748,,外星人耳朵,人物,耳朵,人物 > 耳朵
ear_blush,4,3747,,耳朵通红,人物,耳朵,人物 > 耳朵
ear_ornament,4,3746,,耳饰,人物,耳朵,人物 > 耳朵
ear_piercing,4,3745,,耳洞,人物,耳朵,人物 > 耳朵
animal_ears,4,3744,,兽耳,人物,耳朵,人物 > 耳朵
ears_down,4,3743,,垂耳,人物,耳朵,人物 > 耳朵
fake_animal_ears,4,3742,,假兽耳,人物,耳朵,人物 > 耳朵
floppy_ears,4,3741,,松软的耳朵,人物,耳朵,人物 > 耳朵
animal_ear_fluff,4,3740,,动物耳朵绒毛,人物,耳朵,人物 > 耳朵
fox_ears,4,3739,,狐狸耳朵,人物,耳朵,人物 > 耳朵
cat_ears,4,3738,,猫耳朵,人物,耳朵,人物 > 耳朵
lion_ears,4,3737,,狮子耳朵,人物,耳朵,人物 > 耳朵
jaguar_ears,4,3736,,美洲豹耳朵,人物,耳朵,人物 > 耳朵
tiger_ears,4,3735,,虎耳,人物,耳朵,人物 > 耳朵
dog_ears,4,3734,,狗耳朵,人物,耳朵,人物 > 耳朵
coyote_ears,4,3733,,郊狼耳朵,人物,耳朵,人物 > 耳朵
bunny_ears,4,3732,,兔耳,人物,耳朵,人物 > 耳朵
horse_ears,4,3731,,马耳,人物,耳朵,人物 > 耳朵
pointy_ears,4,3730,,尖耳朵,人物,耳朵,人物 > 耳朵
long_pointy_ears,4,3729,,长尖耳朵,人物,耳朵,人物 > 耳朵
mouse_ears,4,3728,,老鼠耳朵,人物,耳朵,人物 > 耳朵
raccoon_ears,4,3727,,浣熊耳朵,人物,耳朵,人物 > 耳朵
squirrel_ears,4,3726,,松鼠耳朵,人物,耳朵,人物 > 耳朵
bear_ears,4,3725,,熊耳朵,人物,耳朵,人物 > 耳朵
panda_ears,4,3724,,熊猫耳朵,人物,耳朵,人物 > 耳朵
bat_ears,4,3723,,蝙蝠耳朵,人物,耳朵,人物 > 耳朵
robot_ears,4,3722,,机器人耳朵,人物,耳朵,人物 > 耳朵
extra_ears,4,3721,,额外的耳朵,人物,耳朵,人物 > 耳朵
ears_through_headwear,4,3720,,耳朵穿过帽子或头饰,人物,耳朵,人物 > 耳朵
alpaca_ears,4,3719,,羊驼耳,人物,耳朵,人物 > 耳朵
horns,4,3718,,兽角,人物,耳朵,人物 > 耳朵
fake_horns,4,3717,,假角,人物,耳朵,人物 > 耳朵
dragon_horns,4,3716,,龙角,人物,耳朵,人物 > 耳朵
oni_horns,4,3715,,鬼角,人物,耳朵,人物 > 耳朵
antlers,4,3714,,鹿角,人物,耳朵,人物 > 耳朵
curled_horns,4,3713,,弯角,人物,耳朵,人物 > 耳朵
goat_horns,4,3712,,山羊角,人物,耳朵,人物 > 耳朵
hair_on_horn,4,3711,,角上的头发,人物,耳朵,人物 > 耳朵
thick eyebrows,4,3710,,浓眉,人物,眉毛,人物 > 眉毛
cocked eyebrow,4,3709,,眉毛翘起,人物,眉毛,人物 > 眉毛
short eyebrows,4,3708,,短眉毛,人物,眉毛,人物 > 眉毛
v-shaped eyebrows,4,3707,,V字眉,人物,眉毛,人物 > 眉毛
blue eyes,4,3706,,蓝色眼睛,人物,眼睛,人物 > 眼睛
red eyes,4,3705,,红色眼睛,人物,眼睛,人物 > 眼睛
brown eyes,4,3704,,棕色眼睛,人物,眼睛,人物 > 眼睛
green eyes,4,3703,,绿色眼睛,人物,眼睛,人物 > 眼睛
purple eyes,4,3702,,紫色眼睛,人物,眼睛,人物 > 眼睛
yellow eyes,4,3701,,黄色眼睛,人物,眼睛,人物 > 眼睛
pink eyes,4,3700,,粉色眼睛,人物,眼睛,人物 > 眼睛
black eyes,4,3699,,黑色眼睛,人物,眼睛,人物 > 眼睛
aqua eyes,4,3698,,水蓝色眼睛,人物,眼睛,人物 > 眼睛
orange eyes,4,3697,,橙色眼睛,人物,眼睛,人物 > 眼睛
grey eyes,4,3696,,灰色眼睛,人物,眼睛,人物 > 眼睛
multicolored eyes,4,3695,,多彩眼睛,人物,眼睛,人物 > 眼睛
white eyes,4,3694,,白色眼睛,人物,眼睛,人物 > 眼睛
gradient eyes,4,3693,,渐变眼睛,人物,眼睛,人物 > 眼睛
closed eyes,4,3692,,闭上眼睛,人物,眼睛,人物 > 眼睛
half-closed eyes,4,3691,,半闭眼,人物,眼睛,人物 > 眼睛
crying with eyes open,4,3690,,睁着眼睛哭,人物,眼睛,人物 > 眼睛
narrowed eyes,4,3689,,眯起眼睛,人物,眼睛,人物 > 眼睛
hidden eyes,4,3688,,隐藏眼睛,人物,眼睛,人物 > 眼睛
heart-shaped eyes,4,3687,,心形眼睛,人物,眼睛,人物 > 眼睛
button eyes,4,3686,,纽扣眼睛,人物,眼睛,人物 > 眼睛
cephalopod eyes,4,3685,,头足类眼睛,人物,眼睛,人物 > 眼睛
eyes visible through hair,4,3684,,透过头发看见眼睛,人物,眼睛,人物 > 眼睛
glowing eyes,4,3683,,发光的眼睛,人物,眼睛,人物 > 眼睛
empty eyes,4,3682,,空洞的眼睛,人物,眼睛,人物 > 眼睛
rolling eyes,4,3681,,翻白眼,人物,眼睛,人物 > 眼睛
cross eyed,4,3680,,斗鸡眼,人物,眼睛,人物 > 眼睛
blank eyes,4,3679,,空白的眼睛,人物,眼睛,人物 > 眼睛
no eyes,4,3678,,没有眼睛,人物,眼睛,人物 > 眼睛
sparkling eyes,4,3677,,闪闪发光的眼睛,人物,眼睛,人物 > 眼睛
extra eyes,4,3676,,额外的眼睛,人物,眼睛,人物 > 眼睛
crazy eyes,4,3675,,疯狂的眼睛,人物,眼睛,人物 > 眼睛
solid circle eyes,4,3674,,实心圆眼,人物,眼睛,人物 > 眼睛
